lamb, beta, k, delta, p, c, K
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.249828829434592885e-03,2.507164850096986916e-08,2.617062679844415385e+01,5.245389241307235295e+01,8.678344258140694365e+03,1.447412414842915318e+01
7.248967103080601604e-03,2.507326345923758021e-08,2.616827930353709775e+01,5.245209189103374570e+01,8.678843638568645474e+03,1.447719728009178652e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.248601522914263455e-03,2.507474447583109688e-08,2.616681550915999566e+01,5.245323505524756058e+01,8.679120442534731410e+03,1.447867466349698695e+01
7.249219192532675021e-03,2.507324047983284481e-08,2.617669062127400181e+01,5.245875538832257234e+01,8.680810044426119930e+03,1.447690746596020617e+01
7.249150674867911766e-03,2.507344835324804253e-08,2.617738565375438142e+01,5.245927175650379581e+01,8.681099749983040965e+03,1.447723827635948801e+01
7.249150674867911766e-03,2.507344835324804253e-08,2.617738565375438142e+01,5.245927175650379581e+01,8.681099749983040965e+03,1.447723827635948801e+01
7.248969922641099010e-03,2.507396319919149538e-08,2.617942151535157791e+01,5.246081438735548375e+01,8.681907737052661105e+03,1.447818697908879138e+01
7.249398304788288137e-03,2.507302186514043279e-08,2.618349366420778424e+01,5.246300961631041559e+01,8.682275686762486657e+03,1.447711858097536997e+01
7.249509441957064163e-03,2.507315125696458778e-08,2.618840886398039203e+01,5.246665917497932696e+01,8.683456194661812333e+03,1.447690659791819634e+01
7.249509441957064163e-03,2.507315125696458778e-08,2.618840886398039203e+01,5.246665917497932696e+01,8.683456194661812333e+03,1.447690659791819634e+01
7.249581833559265616e-03,2.507273919898330089e-08,2.618331329392195883e+01,5.246307278290564824e+01,8.682007485106525564e+03,1.447608605127951442e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
7.249134753079936912e-03,2.507372765361770428e-08,2.619587966683861424e+01,5.247207679614438547e+01,8.685576339529237885e+03,1.447807215401225100e+01
